,district,date,month,year,visitors
567,Nagarkurnool ,01-04-2017,April,2017,29
568,Nagarkurnool ,01-05-2017,May,2017,31
569,Nagarkurnool ,01-06-2017,June,2017,35
570,Nagarkurnool ,01-07-2017,July,2017,25
571,Nagarkurnool ,01-08-2017,August,2017,23
572,Nagarkurnool ,01-09-2017,September,2017,32
573,Nagarkurnool ,01-10-2017,October,2017,18
574,Nagarkurnool ,01-11-2017,November,2017,21
575,Nagarkurnool ,01-12-2017,December,2017,29
576,Nalgonda,01-01-2017,January,2017,0
577,Nalgonda,01-02-2017,February,2017,0
578,Nalgonda,01-03-2017,March,2017,0
579,Nalgonda,01-04-2017,April,2017,0
580,Nalgonda,01-05-2017,May,2017,0
581,Nalgonda,01-06-2017,June,2017,0
582,Nalgonda,01-07-2017,July,2017,0
583,Nalgonda,01-08-2017,August,2017,0
584,Nalgonda,01-09-2017,September,2017,0
585,Nalgonda,01-10-2017,October,2017,0
586,Nalgonda,01-11-2017,November,2017,0
587,Nalgonda,01-12-2017,December,2017,0
588,Nirmal,01-01-2017,January,2017,0
589,Nirmal,01-02-2017,February,2017,0
590,Nirmal,01-03-2017,March,2017,0
591,Nirmal,01-04-2017,April,2017,0
592,Nirmal,01-05-2017,May,2017,0
593,Nirmal,01-06-2017,June,2017, 
594,Nirmal,01-07-2017,July,2017,0
595,Nirmal,01-08-2017,August,2017,0
596,Nirmal,01-09-2017,September,2017,0
597,Nirmal,01-10-2017,October,2017,0
598,Nirmal,01-11-2017,November,2017,0
599,Nirmal,01-12-2017,December,2017,0
600,Nizamabad,01-01-2017,January,2017,0
601,Nizamabad,01-02-2017,February,2017,0
602,Nizamabad,01-03-2017,March,2017,0
603,Nizamabad,01-04-2017,April,2017,2
604,Nizamabad,01-05-2017,May,2017,0
605,Nizamabad,01-06-2017,June,2017,0
606,Nizamabad,01-07-2017,July,2017,0
607,Nizamabad,01-08-2017,August,2017,0
608,Nizamabad,01-09-2017,September,2017,0
609,Nizamabad,01-10-2017,October,2017,0
610,Nizamabad,01-11-2017,November,2017,0
611,Nizamabad,01-12-2017,December,2017,0
612,Peddapalli,01-01-2017,January,2017,0
613,Peddapalli,01-02-2017,February,2017,0
614,Peddapalli,01-03-2017,March,2017,0
615,Peddapalli,01-04-2017,April,2017,0
616,Peddapalli,01-05-2017,May,2017,0
617,Peddapalli,01-06-2017,June,2017,0
618,Peddapalli,01-07-2017,July,2017,0
619,Peddapalli,01-08-2017,August,2017,0
620,Peddapalli,01-09-2017,September,2017,0
621,Peddapalli,01-10-2017,October,2017,0
622,Peddapalli,01-11-2017,November,2017,0
623,Peddapalli,01-12-2017,December,2017,0
624,Rajanna Sircilla ,01-01-2017,January,2017,0
625,Rajanna Sircilla ,01-02-2017,February,2017,0
626,Rajanna Sircilla ,01-03-2017,March,2017,0
627,Rajanna Sircilla ,01-04-2017,April,2017,0
628,Rajanna Sircilla ,01-05-2017,May,2017,0
629,Rajanna Sircilla ,01-06-2017,June,2017,0
630,Rajanna Sircilla ,01-07-2017,July,2017,0
631,Rajanna Sircilla ,01-08-2017,August,2017,0
632,Rajanna Sircilla ,01-09-2017,September,2017,0
633,Rajanna Sircilla ,01-10-2017,October,2017,0
634,Rajanna Sircilla ,01-11-2017,November,2017,0
635,Rajanna Sircilla ,01-12-2017,December,2017,0
636,Ranga Reddy,01-01-2017,January,2017, 
637,Ranga Reddy,01-02-2017,February,2017, 
638,Ranga Reddy,01-03-2017,March,2017, 
639,Ranga Reddy,01-04-2017,April,2017, 
640,Ranga Reddy,01-05-2017,May,2017, 
641,Ranga Reddy,01-06-2017,June,2017, 
642,Ranga Reddy,01-07-2017,July,2017, 
643,Ranga Reddy,01-08-2017,August,2017, 
644,Ranga Reddy,01-09-2017,September,2017, 
645,Ranga Reddy,01-10-2017,October,2017, 
646,Ranga Reddy,01-11-2017,November,2017, 
647,Ranga Reddy,01-12-2017,December,2017, 
648,Sangareddy ,01-01-2017,January,2017,0
649,Sangareddy ,01-02-2017,February,2017,0
650,Sangareddy ,01-03-2017,March,2017,0
651,Sangareddy ,01-04-2017,April,2017,0
652,Sangareddy ,01-05-2017,May,2017,0
653,Sangareddy ,01-06-2017,June,2017,0
654,Sangareddy ,01-07-2017,July,2017,0
655,Sangareddy ,01-08-2017,August,2017,0
656,Sangareddy ,01-09-2017,September,2017,0
657,Sangareddy ,01-10-2017,October,2017,0
658,Sangareddy ,01-11-2017,November,2017,0
659,Sangareddy ,01-12-2017,December,2017,0
660,Siddipet,01-01-2017,January,2017,0
661,Siddipet,01-02-2017,February,2017,0
662,Siddipet,01-03-2017,March,2017,0
663,Siddipet,01-04-2017,April,2017,0
664,Siddipet,01-05-2017,May,2017,0
665,Siddipet,01-06-2017,June,2017,0
666,Siddipet,01-07-2017,July,2017,0
667,Siddipet,01-08-2017,August,2017,0
668,Siddipet,01-09-2017,September,2017,0
669,Siddipet,01-10-2017,October,2017,0
670,Siddipet,01-11-2017,November,2017,0
671,Siddipet,01-12-2017,December,2017,0
672,Suryapet,01-01-2017,January,2017,0
673,Suryapet,01-02-2017,February,2017,0
674,Suryapet,01-03-2017,March,2017,0
675,Suryapet,01-04-2017,April,2017,0
676,Suryapet,01-05-2017,May,2017,0
677,Suryapet,01-06-2017,June,2017,0
678,Suryapet,01-07-2017,July,2017,0
679,Suryapet,01-08-2017,August,2017,0
680,Suryapet,01-09-2017,September,2017,0
681,Suryapet,01-10-2017,October,2017,0
682,Suryapet,01-11-2017,November,2017,0
683,Suryapet,01-12-2017,December,2017,0
684,Vikarabad,01-01-2017,January,2017, 
685,Vikarabad,01-02-2017,February,2017, 
686,Vikarabad,01-03-2017,March,2017, 
687,Vikarabad,01-04-2017,April,2017, 
688,Vikarabad,01-05-2017,May,2017, 
689,Vikarabad,01-06-2017,June,2017, 
690,Vikarabad,01-07-2017,July,2017, 
691,Vikarabad,01-08-2017,August,2017, 
692,Vikarabad,01-09-2017,September,2017, 
693,Vikarabad,01-10-2017,October,2017, 
694,Vikarabad,01-11-2017,November,2017, 
695,Vikarabad,01-12-2017,December,2017, 
696,Wanaparthy ,01-01-2017,January,2017,0
697,Wanaparthy ,01-02-2017,February,2017,0
698,Wanaparthy ,01-03-2017,March,2017,0
699,Wanaparthy ,01-04-2017,April,2017,0
700,Wanaparthy ,01-05-2017,May,2017,0
701,Wanaparthy ,01-06-2017,June,2017,0
702,Wanaparthy ,01-07-2017,July,2017,0
703,Wanaparthy ,01-08-2017,August,2017,0
704,Wanaparthy ,01-09-2017,September,2017,0
705,Wanaparthy ,01-10-2017,October,2017,0
706,Wanaparthy ,01-11-2017,November,2017,0
707,Wanaparthy ,01-12-2017,December,2017,0
708,Warangal (Rural),01-01-2017,January,2017,35
709,Warangal (Rural),01-02-2017,February,2017,25
710,Warangal (Rural),01-03-2017,March,2017,17
711,Warangal (Rural),01-04-2017,April,2017,19
712,Warangal (Rural),01-05-2017,May,2017,21
713,Warangal (Rural),01-06-2017,June,2017,24
714,Warangal (Rural),01-07-2017,July,2017,25
715,Warangal (Rural),01-08-2017,August,2017,28
716,Warangal (Rural),01-09-2017,September,2017,26
717,Warangal (Rural),01-10-2017,October,2017,25
718,Warangal (Rural),01-11-2017,November,2017,29
719,Warangal (Rural),01-12-2017,December,2017,32
720,Warangal (Urban),01-01-2017,January,2017,235
721,Warangal (Urban),01-02-2017,February,2017,242
722,Warangal (Urban),01-03-2017,March,2017,238
723,Warangal (Urban),01-04-2017,April,2017,209
724,Warangal (Urban),01-05-2017,May,2017,211
725,Warangal (Urban),01-06-2017,June,2017,194
726,Warangal (Urban),01-07-2017,July,2017,116
727,Warangal (Urban),01-08-2017,August,2017,219
728,Warangal (Urban),01-09-2017,September,2017,225
729,Warangal (Urban),01-10-2017,October,2017,236
730,Warangal (Urban),01-11-2017,November,2017,255
731,Warangal (Urban),01-12-2017,December,2017,250
732,Yadadri Bhongir,01-01-2017,January,2017,0
733,Yadadri Bhongir,01-02-2017,February,2017,0
734,Yadadri Bhongir,01-03-2017,March,2017,0
735,Yadadri Bhongir,01-04-2017,April,2017,0
736,Yadadri Bhongir,01-05-2017,May,2017,0
737,Yadadri Bhongir,01-06-2017,June,2017,0
738,Yadadri Bhongir,01-07-2017,July,2017,0
739,Yadadri Bhongir,01-08-2017,August,2017,0
740,Yadadri Bhongir,01-09-2017,September,2017,0
741,Yadadri Bhongir,01-10-2017,October,2017,0
742,Yadadri Bhongir,01-11-2017,November,2017,0
743,Yadadri Bhongir,01-12-2017,December,2017,0
744,Adilabad,01-01-2018,January,2018,0
745,Adilabad,01-02-2018,February,2018,0
746,Adilabad,01-03-2018,March,2018,0
747,Adilabad,01-04-2018,April,2018,0
748,Adilabad,01-05-2018,May,2018,0
749,Adilabad,01-06-2018,June,2018,0
750,Adilabad,01-07-2018,July,2018,2
751,Adilabad,01-08-2018,August,2018,3
752,Adilabad,01-09-2018,September,2018,0
753,Adilabad,01-10-2018,October,2018,0
754,Adilabad,01-11-2018,November,2018,0
755,Adilabad,01-12-2018,December,2018,0
756,Bhadradri Kothagudem ,01-01-2018,January,2018,0
757,Bhadradri Kothagudem ,01-02-2018,February,2018,0
758,Bhadradri Kothagudem ,01-03-2018,March,2018,0
759,Bhadradri Kothagudem ,01-04-2018,April,2018,0
760,Bhadradri Kothagudem ,01-05-2018,May,2018,0
761,Bhadradri Kothagudem ,01-06-2018,June,2018,0
762,Bhadradri Kothagudem ,01-07-2018,July,2018,0
763,Bhadradri Kothagudem ,01-08-2018,August,2018,0
764,Bhadradri Kothagudem ,01-09-2018,September,2018,0
765,Bhadradri Kothagudem ,01-10-2018,October,2018,0
766,Bhadradri Kothagudem ,01-11-2018,November,2018,0
767,Bhadradri Kothagudem ,01-12-2018,December,2018,0
768,Hyderabad,01-01-2018,January,2018,35379
769,Hyderabad,01-02-2018,February,2018,30414
770,Hyderabad,01-03-2018,March,2018,27535
771,Hyderabad,01-04-2018,April,2018,20830
772,Hyderabad,01-05-2018,May,2018,21554
773,Hyderabad,01-06-2018,June,2018,24677
774,Hyderabad,01-07-2018,July,2018,17456
775,Hyderabad,01-08-2018,August,2018,31217
776,Hyderabad,01-09-2018,September,2018,22809
777,Hyderabad,01-10-2018,October,2018,30072
778,Hyderabad,01-11-2018,November,2018,23487
779,Hyderabad,01-12-2018,December,2018,29358
780,Jagtial ,01-01-2018,January,2018,0
781,Jagtial ,01-02-2018,February,2018,0
782,Jagtial ,01-03-2018,March,2018,0
783,Jagtial ,01-04-2018,April,2018,0
784,Jagtial ,01-05-2018,May,2018,0
785,Jagtial ,01-06-2018,June,2018,0
786,Jagtial ,01-07-2018,July,2018,0
787,Jagtial ,01-08-2018,August,2018,0
788,Jagtial ,01-09-2018,September,2018,0
789,Jagtial ,01-10-2018,October,2018,0
790,Jagtial ,01-11-2018,November,2018,0
791,Jagtial ,01-12-2018,December,2018,0
792,Jangaon ,01-01-2018,January,2018,0
793,Jangaon ,01-02-2018,February,2018,0
794,Jangaon ,01-03-2018,March,2018,0
795,Jangaon ,01-04-2018,April,2018,0
796,Jangaon ,01-05-2018,May,2018,0
797,Jangaon ,01-06-2018,June,2018,0
798,Jangaon ,01-07-2018,July,2018,0
799,Jangaon ,01-08-2018,August,2018,0
800,Jangaon ,01-09-2018,September,2018,0
801,Jangaon ,01-10-2018,October,2018,0
802,Jangaon ,01-11-2018,November,2018,0
803,Jangaon ,01-12-2018,December,2018,0
804,Jayashankar Bhoopalpally,01-01-2018,January,2018,50
805,Jayashankar Bhoopalpally,01-02-2018,February,2018,60
806,Jayashankar Bhoopalpally,01-03-2018,March,2018,70
807,Jayashankar Bhoopalpally,01-04-2018,April,2018,45
808,Jayashankar Bhoopalpally,01-05-2018,May,2018,40
809,Jayashankar Bhoopalpally,01-06-2018,June,2018,35
810,Jayashankar Bhoopalpally,01-07-2018,July,2018,40
811,Jayashankar Bhoopalpally,01-08-2018,August,2018,35
812,Jayashankar Bhoopalpally,01-09-2018,September,2018,40
813,Jayashankar Bhoopalpally,01-10-2018,October,2018,40
814,Jayashankar Bhoopalpally,01-11-2018,November,2018,40
815,Jayashankar Bhoopalpally,01-12-2018,December,2018,44
816,Jogulamba Gadwal ,01-01-2018,January,2018,36
817,Jogulamba Gadwal ,01-02-2018,February,2018,6
818,Jogulamba Gadwal ,01-03-2018,March,2018,22
819,Jogulamba Gadwal ,01-04-2018,April,2018,15
820,Jogulamba Gadwal ,01-05-2018,May,2018,19
821,Jogulamba Gadwal ,01-06-2018,June,2018,19
822,Jogulamba Gadwal ,01-07-2018,July,2018,37
823,Jogulamba Gadwal ,01-08-2018,August,2018,42
824,Jogulamba Gadwal ,01-09-2018,September,2018,35
825,Jogulamba Gadwal ,01-10-2018,October,2018,13
826,Jogulamba Gadwal ,01-11-2018,November,2018,45
827,Jogulamba Gadwal ,01-12-2018,December,2018,11
828,Kamareddy ,01-01-2018,January,2018,0
829,Kamareddy ,01-02-2018,February,2018,0
830,Kamareddy ,01-03-2018,March,2018,0
831,Kamareddy ,01-04-2018,April,2018,0
832,Kamareddy ,01-05-2018,May,2018,0
833,Kamareddy ,01-06-2018,June,2018,0
834,Kamareddy ,01-07-2018,July,2018,0
835,Kamareddy ,01-08-2018,August,2018, 
836,Kamareddy ,01-09-2018,September,2018, 
837,Kamareddy ,01-10-2018,October,2018,0
838,Kamareddy ,01-11-2018,November,2018,0
839,Kamareddy ,01-12-2018,December,2018,0
840,Karimnagar ,01-01-2018,January,2018,0
841,Karimnagar ,01-02-2018,February,2018,0
842,Karimnagar ,01-03-2018,March,2018,0
843,Karimnagar ,01-04-2018,April,2018,0
844,Karimnagar ,01-05-2018,May,2018,0
845,Karimnagar ,01-06-2018,June,2018,0
846,Karimnagar ,01-07-2018,July,2018,0
847,Karimnagar ,01-08-2018,August,2018,0
848,Karimnagar ,01-09-2018,September,2018,0
849,Karimnagar ,01-10-2018,October,2018,0
850,Karimnagar ,01-11-2018,November,2018,0
851,Karimnagar ,01-12-2018,December,2018,0
852,Khammam,01-01-2018,January,2018,0
853,Khammam,01-02-2018,February,2018,0
854,Khammam,01-03-2018,March,2018,0
855,Khammam,01-04-2018,April,2018,0
856,Khammam,01-05-2018,May,2018,0
857,Khammam,01-06-2018,June,2018,0
858,Khammam,01-07-2018,July,2018,0
859,Khammam,01-08-2018,August,2018,0
860,Khammam,01-09-2018,September,2018,0
861,Khammam,01-10-2018,October,2018,0
862,Khammam,01-11-2018,November,2018,0
863,Khammam,01-12-2018,December,2018,0
864,Komaram Bheem Asifabad,01-01-2018,January,2018,0
865,Komaram Bheem Asifabad,01-02-2018,February,2018,0
866,Komaram Bheem Asifabad,01-03-2018,March,2018,0
867,Komaram Bheem Asifabad,01-04-2018,April,2018,0
868,Komaram Bheem Asifabad,01-05-2018,May,2018,0
869,Komaram Bheem Asifabad,01-06-2018,June,2018,0
870,Komaram Bheem Asifabad,01-07-2018,July,2018,0
871,Komaram Bheem Asifabad,01-08-2018,August,2018,0
872,Komaram Bheem Asifabad,01-09-2018,September,2018,0
873,Komaram Bheem Asifabad,01-10-2018,October,2018,0
874,Komaram Bheem Asifabad,01-11-2018,November,2018,0
875,Komaram Bheem Asifabad,01-12-2018,December,2018,0
876,Mahabubabad ,01-01-2018,January,2018,0
877,Mahabubabad ,01-02-2018,February,2018,0
878,Mahabubabad ,01-03-2018,March,2018,0
879,Mahabubabad ,01-04-2018,April,2018,0
880,Mahabubabad ,01-05-2018,May,2018,0
881,Mahabubabad ,01-06-2018,June,2018,0
882,Mahabubabad ,01-07-2018,July,2018,0
883,Mahabubabad ,01-08-2018,August,2018,0
884,Mahabubabad ,01-09-2018,September,2018,0
885,Mahabubabad ,01-10-2018,October,2018,0
886,Mahabubabad ,01-11-2018,November,2018,0
887,Mahabubabad ,01-12-2018,December,2018,0
888,Mahbubnagar,01-01-2018,January,2018,45
889,Mahbubnagar,01-02-2018,February,2018,29
890,Mahbubnagar,01-03-2018,March,2018,28
891,Mahbubnagar,01-04-2018,April,2018,26
892,Mahbubnagar,01-05-2018,May,2018,26
893,Mahbubnagar,01-06-2018,June,2018,26
894,Mahbubnagar,01-07-2018,July,2018,47
895,Mahbubnagar,01-08-2018,August,2018,44
896,Mahbubnagar,01-09-2018,September,2018,52
897,Mahbubnagar,01-10-2018,October,2018,37
898,Mahbubnagar,01-11-2018,November,2018,68
899,Mahbubnagar,01-12-2018,December,2018,26
900,Mancherial,01-01-2018,January,2018,0
901,Mancherial,01-02-2018,February,2018,0
902,Mancherial,01-03-2018,March,2018,0
903,Mancherial,01-04-2018,April,2018,0
904,Mancherial,01-05-2018,May,2018,0
905,Mancherial,01-06-2018,June,2018,0
906,Mancherial,01-07-2018,July,2018,0
907,Mancherial,01-08-2018,August,2018,0
908,Mancherial,01-09-2018,September,2018,0
909,Mancherial,01-10-2018,October,2018,0
910,Mancherial,01-11-2018,November,2018,0
911,Mancherial,01-12-2018,December,2018,0
912,Medak ,01-01-2018,January,2018,0
913,Medak ,01-02-2018,February,2018,0
914,Medak ,01-03-2018,March,2018,0
915,Medak ,01-04-2018,April,2018,0
916,Medak ,01-05-2018,May,2018,0
917,Medak ,01-06-2018,June,2018,0
918,Medak ,01-07-2018,July,2018,0
919,Medak ,01-08-2018,August,2018,0
920,Medak ,01-09-2018,September,2018,0
921,Medak ,01-10-2018,October,2018,0
922,Medak ,01-11-2018,November,2018,0
923,Medak ,01-12-2018,December,2018,0
924,Medchal ,01-01-2018,January,2018, 
925,Medchal ,01-02-2018,February,2018, 
926,Medchal ,01-03-2018,March,2018, 
927,Medchal ,01-04-2018,April,2018, 
928,Medchal ,01-05-2018,May,2018, 
929,Medchal ,01-06-2018,June,2018, 
930,Medchal ,01-07-2018,July,2018, 
931,Medchal ,01-08-2018,August,2018, 
932,Medchal ,01-09-2018,September,2018, 
933,Medchal ,01-10-2018,October,2018, 
934,Medchal ,01-11-2018,November,2018, 
935,Medchal ,01-12-2018,December,2018, 
936,Nagarkurnool ,01-01-2018,January,2018,35
937,Nagarkurnool ,01-02-2018,February,2018,15
938,Nagarkurnool ,01-03-2018,March,2018,14
939,Nagarkurnool ,01-04-2018,April,2018,15
940,Nagarkurnool ,01-05-2018,May,2018,19
941,Nagarkurnool ,01-06-2018,June,2018,15
942,Nagarkurnool ,01-07-2018,July,2018,17
943,Nagarkurnool ,01-08-2018,August,2018,22
944,Nagarkurnool ,01-09-2018,September,2018,22
945,Nagarkurnool ,01-10-2018,October,2018,8
946,Nagarkurnool ,01-11-2018,November,2018,30
947,Nagarkurnool ,01-12-2018,December,2018,10
948,Nalgonda,01-01-2018,January,2018,0
949,Nalgonda,01-02-2018,February,2018,0
950,Nalgonda,01-03-2018,March,2018,0
951,Nalgonda,01-04-2018,April,2018,0
952,Nalgonda,01-05-2018,May,2018,0
953,Nalgonda,01-06-2018,June,2018,0
954,Nalgonda,01-07-2018,July,2018,0
955,Nalgonda,01-08-2018,August,2018,0
956,Nalgonda,01-09-2018,September,2018,0
957,Nalgonda,01-10-2018,October,2018,0
958,Nalgonda,01-11-2018,November,2018,0
959,Nalgonda,01-12-2018,December,2018,0
960,Nirmal,01-01-2018,January,2018,0
961,Nirmal,01-02-2018,February,2018,0
962,Nirmal,01-03-2018,March,2018,0
963,Nirmal,01-04-2018,April,2018,0
964,Nirmal,01-05-2018,May,2018,0
965,Nirmal,01-06-2018,June,2018,0
966,Nirmal,01-07-2018,July,2018,0
967,Nirmal,01-08-2018,August,2018,2
968,Nirmal,01-09-2018,September,2018,0
969,Nirmal,01-10-2018,October,2018,0
970,Nirmal,01-11-2018,November,2018,0
971,Nirmal,01-12-2018,December,2018,0
972,Nizamabad,01-01-2018,January,2018,1
973,Nizamabad,01-02-2018,February,2018,0
974,Nizamabad,01-03-2018,March,2018,0
975,Nizamabad,01-04-2018,April,2018,0
976,Nizamabad,01-05-2018,May,2018,0
977,Nizamabad,01-06-2018,June,2018,0
978,Nizamabad,01-07-2018,July,2018,1
979,Nizamabad,01-08-2018,August,2018,0
980,Nizamabad,01-09-2018,September,2018,0
981,Nizamabad,01-10-2018,October,2018,0
982,Nizamabad,01-11-2018,November,2018,0
983,Nizamabad,01-12-2018,December,2018,0
984,Peddapalli,01-01-2018,January,2018,0
985,Peddapalli,01-02-2018,February,2018,0
986,Peddapalli,01-03-2018,March,2018,0
987,Peddapalli,01-04-2018,April,2018,0
988,Peddapalli,01-05-2018,May,2018,0
989,Peddapalli,01-06-2018,June,2018,0
990,Peddapalli,01-07-2018,July,2018,0
991,Peddapalli,01-08-2018,August,2018,0
992,Peddapalli,01-09-2018,September,2018,0
993,Peddapalli,01-10-2018,October,2018,0
994,Peddapalli,01-11-2018,November,2018,0
995,Peddapalli,01-12-2018,December,2018,0
996,Rajanna Sircilla ,01-01-2018,January,2018,0
997,Rajanna Sircilla ,01-02-2018,February,2018,0
998,Rajanna Sircilla ,01-03-2018,March,2018,0
999,Rajanna Sircilla ,01-04-2018,April,2018,0
1000,Rajanna Sircilla ,01-05-2018,May,2018,0
1001,Rajanna Sircilla ,01-06-2018,June,2018,0
1002,Rajanna Sircilla ,01-07-2018,July,2018,0
1003,Rajanna Sircilla ,01-08-2018,August,2018,0
1004,Rajanna Sircilla ,01-09-2018,September,2018,0
1005,Rajanna Sircilla ,01-10-2018,October,2018,0
1006,Rajanna Sircilla ,01-11-2018,November,2018,0
1007,Rajanna Sircilla ,01-12-2018,December,2018,0
1008,Ranga Reddy,01-01-2018,January,2018, 
1009,Ranga Reddy,01-02-2018,February,2018, 
1010,Ranga Reddy,01-03-2018,March,2018, 
1011,Ranga Reddy,01-04-2018,April,2018, 
1012,Ranga Reddy,01-05-2018,May,2018, 
1013,Ranga Reddy,01-06-2018,June,2018, 
1014,Ranga Reddy,01-07-2018,July,2018, 
1015,Ranga Reddy,01-08-2018,August,2018, 
1016,Ranga Reddy,01-09-2018,September,2018, 
1017,Ranga Reddy,01-10-2018,October,2018, 
1018,Ranga Reddy,01-11-2018,November,2018, 
1019,Ranga Reddy,01-12-2018,December,2018, 
1020,Sangareddy ,01-01-2018,January,2018,0
1021,Sangareddy ,01-02-2018,February,2018,0
1022,Sangareddy ,01-03-2018,March,2018,0
1023,Sangareddy ,01-04-2018,April,2018,0
1024,Sangareddy ,01-05-2018,May,2018,0
1025,Sangareddy ,01-06-2018,June,2018,0
1026,Sangareddy ,01-07-2018,July,2018,0
1027,Sangareddy ,01-08-2018,August,2018,0
1028,Sangareddy ,01-09-2018,September,2018,0
1029,Sangareddy ,01-10-2018,October,2018,0
1030,Sangareddy ,01-11-2018,November,2018,0
1031,Sangareddy ,01-12-2018,December,2018,0
1032,Siddipet,01-01-2018,January,2018,0
1033,Siddipet,01-02-2018,February,2018,0
1034,Siddipet,01-03-2018,March,2018,0
1035,Siddipet,01-04-2018,April,2018,0
1036,Siddipet,01-05-2018,May,2018,0
1037,Siddipet,01-06-2018,June,2018,0
1038,Siddipet,01-07-2018,July,2018,0
1039,Siddipet,01-08-2018,August,2018,0
1040,Siddipet,01-09-2018,September,2018,0
1041,Siddipet,01-10-2018,October,2018,0
1042,Siddipet,01-11-2018,November,2018,0
1043,Siddipet,01-12-2018,December,2018,0
1044,Suryapet,01-01-2018,January,2018,0
1045,Suryapet,01-02-2018,February,2018,0
1046,Suryapet,01-03-2018,March,2018,0
1047,Suryapet,01-04-2018,April,2018,0
1048,Suryapet,01-05-2018,May,2018,0
1049,Suryapet,01-06-2018,June,2018,0
1050,Suryapet,01-07-2018,July,2018,0
1051,Suryapet,01-08-2018,August,2018,0
1052,Suryapet,01-09-2018,September,2018,0
1053,Suryapet,01-10-2018,October,2018,0
1054,Suryapet,01-11-2018,November,2018,0
1055,Suryapet,01-12-2018,December,2018,0
1056,Vikarabad,01-01-2018,January,2018, 
1057,Vikarabad,01-02-2018,February,2018, 
1058,Vikarabad,01-03-2018,March,2018, 
1059,Vikarabad,01-04-2018,April,2018, 
1060,Vikarabad,01-05-2018,May,2018, 
1061,Vikarabad,01-06-2018,June,2018, 
1062,Vikarabad,01-07-2018,July,2018, 
1063,Vikarabad,01-08-2018,August,2018, 
1064,Vikarabad,01-09-2018,September,2018, 
1065,Vikarabad,01-10-2018,October,2018, 
1066,Vikarabad,01-11-2018,November,2018, 
1067,Vikarabad,01-12-2018,December,2018, 
1068,Wanaparthy ,01-01-2018,January,2018,0
1069,Wanaparthy ,01-02-2018,February,2018,0
1070,Wanaparthy ,01-03-2018,March,2018,0
1071,Wanaparthy ,01-04-2018,April,2018,0
1072,Wanaparthy ,01-05-2018,May,2018,0
1073,Wanaparthy ,01-06-2018,June,2018,0
1074,Wanaparthy ,01-07-2018,July,2018,0
1075,Wanaparthy ,01-08-2018,August,2018,0
1076,Wanaparthy ,01-09-2018,September,2018,0
1077,Wanaparthy ,01-10-2018,October,2018,0
1078,Wanaparthy ,01-11-2018,November,2018,0
1079,Wanaparthy ,01-12-2018,December,2018,0
1080,Warangal (Rural),01-01-2018,January,2018,0
1081,Warangal (Rural),01-02-2018,February,2018,0
1082,Warangal (Rural),01-03-2018,March,2018,0
1083,Warangal (Rural),01-04-2018,April,2018,0
1084,Warangal (Rural),01-05-2018,May,2018,0
1085,Warangal (Rural),01-06-2018,June,2018,0
1086,Warangal (Rural),01-07-2018,July,2018,0
1087,Warangal (Rural),01-08-2018,August,2018,0
1088,Warangal (Rural),01-09-2018,September,2018,0
1089,Warangal (Rural),01-10-2018,October,2018,0
1090,Warangal (Rural),01-11-2018,November,2018,0
1091,Warangal (Rural),01-12-2018,December,2018,0
1092,Warangal (Urban),01-01-2018,January,2018,150
1093,Warangal (Urban),01-02-2018,February,2018,185
1094,Warangal (Urban),01-03-2018,March,2018,160
1095,Warangal (Urban),01-04-2018,April,2018,150
1096,Warangal (Urban),01-05-2018,May,2018,140
1097,Warangal (Urban),01-06-2018,June,2018,130
1098,Warangal (Urban),01-07-2018,July,2018,130
1099,Warangal (Urban),01-08-2018,August,2018,135
1100,Warangal (Urban),01-09-2018,September,2018,145
1101,Warangal (Urban),01-10-2018,October,2018,160
1102,Warangal (Urban),01-11-2018,November,2018,170
1103,Warangal (Urban),01-12-2018,December,2018,187
1104,Yadadri Bhongir,01-01-2018,January,2018,0
1105,Yadadri Bhongir,01-02-2018,February,2018,0
1106,Yadadri Bhongir,01-03-2018,March,2018,0
1107,Yadadri Bhongir,01-04-2018,April,2018,0
1108,Yadadri Bhongir,01-05-2018,May,2018,0
1109,Yadadri Bhongir,01-06-2018,June,2018,0
1110,Yadadri Bhongir,01-07-2018,July,2018,0
1111,Yadadri Bhongir,01-08-2018,August,2018,0
1112,Yadadri Bhongir,01-09-2018,September,2018,0
1113,Yadadri Bhongir,01-10-2018,October,2018,0
1114,Yadadri Bhongir,01-11-2018,November,2018,0
1115,Yadadri Bhongir,01-12-2018,December,2018,0
1116,Adilabad,01-01-2019,January,2019,0
1117,Adilabad,01-02-2019,February,2019,2
1118,Adilabad,01-03-2019,March,2019,0
1119,Adilabad,01-04-2019,April,2019,0
1120,Adilabad,01-05-2019,May,2019,0
1121,Adilabad,01-06-2019,June,2019,0
1122,Adilabad,01-07-2019,July,2019,0
1123,Adilabad,01-08-2019,August,2019,2
1124,Adilabad,01-09-2019,September,2019,0
1125,Adilabad,01-10-2019,October,2019,0
1126,Adilabad,01-11-2019,November,2019,2
1127,Adilabad,01-12-2019,December,2019,0
1128,Bhadradri Kothagudem ,01-01-2019,January,2019,0
1129,Bhadradri Kothagudem ,01-02-2019,February,2019,0
1130,Bhadradri Kothagudem ,01-03-2019,March,2019,0
1131,Bhadradri Kothagudem ,01-04-2019,April,2019,0
1132,Bhadradri Kothagudem ,01-05-2019,May,2019,0
1133,Bhadradri Kothagudem ,01-06-2019,June,2019,0
