,district,date,month,year,visitors
178,Medak ,01-11-2019,November,2019,351560
179,Medak ,01-12-2019,December,2019,350710
180,Medchal ,01-01-2019,January,2019,
181,Medchal ,01-02-2019,February,2019,
182,Medchal ,01-03-2019,March,2019,
183,Medchal ,01-04-2019,April,2019,
184,Medchal ,01-05-2019,May,2019,
185,Medchal ,01-06-2019,June,2019,
186,Medchal ,01-07-2019,July,2019,
187,Medchal ,01-08-2019,August,2019,
188,Medchal ,01-09-2019,September,2019,
189,Medchal ,01-10-2019,October,2019,
190,Medchal ,01-11-2019,November,2019,
191,Medchal ,01-12-2019,December,2019,
192,Mulugu,01-01-2019,January,2019,0
193,Mulugu,01-02-2019,February,2019,159640
194,Mulugu,01-03-2019,March,2019,156610
195,Mulugu,01-04-2019,April,2019,152570
196,Mulugu,01-05-2019,May,2019,154550
197,Mulugu,01-06-2019,June,2019,163480
198,Mulugu,01-07-2019,July,2019,167700
199,Mulugu,01-08-2019,August,2019,171050
200,Mulugu,01-09-2019,September,2019,172900
201,Mulugu,01-10-2019,October,2019,172500
202,Mulugu,01-11-2019,November,2019,173700
203,Mulugu,01-12-2019,December,2019,175100
204,Nagarkurnool ,01-01-2019,January,2019,228812
205,Nagarkurnool ,01-02-2019,February,2019,286258
206,Nagarkurnool ,01-03-2019,March,2019,184508
207,Nagarkurnool ,01-04-2019,April,2019,121460
208,Nagarkurnool ,01-05-2019,May,2019,184372
209,Nagarkurnool ,01-06-2019,June,2019,184508
210,Nagarkurnool ,01-07-2019,July,2019,93450
211,Nagarkurnool ,01-08-2019,August,2019,118010
212,Nagarkurnool ,01-09-2019,September,2019,175712
213,Nagarkurnool ,01-10-2019,October,2019,196160
214,Nagarkurnool ,01-11-2019,November,2019,121425
215,Nagarkurnool ,01-12-2019,December,2019,198637
216,Nalgonda,01-01-2019,January,2019,21284
217,Nalgonda,01-02-2019,February,2019,13697
218,Nalgonda,01-03-2019,March,2019,8467
219,Nalgonda,01-04-2019,April,2019,7202
220,Nalgonda,01-05-2019,May,2019,26338
221,Nalgonda,01-06-2019,June,2019,5558
222,Nalgonda,01-07-2019,July,2019,19783
223,Nalgonda,01-08-2019,August,2019,7473
224,Nalgonda,01-09-2019,September,2019,5230
225,Nalgonda,01-10-2019,October,2019,5290
226,Nalgonda,01-11-2019,November,2019,7177
227,Nalgonda,01-12-2019,December,2019,13419
228,Narayanapet,01-01-2019,January,2019,
229,Narayanapet,01-02-2019,February,2019,
230,Narayanapet,01-03-2019,March,2019,
231,Narayanapet,01-04-2019,April,2019,
232,Narayanapet,01-05-2019,May,2019,
233,Narayanapet,01-06-2019,June,2019,
234,Narayanapet,01-07-2019,July,2019,68842
235,Narayanapet,01-08-2019,August,2019,72249
236,Narayanapet,01-09-2019,September,2019,62841
237,Narayanapet,01-10-2019,October,2019,58213
238,Narayanapet,01-11-2019,November,2019,62750
239,Narayanapet,01-12-2019,December,2019,64355
240,Nirmal,01-01-2019,January,2019,313675
241,Nirmal,01-02-2019,February,2019,443898
242,Nirmal,01-03-2019,March,2019,424964
243,Nirmal,01-04-2019,April,2019,327971
244,Nirmal,01-05-2019,May,2019,149705
245,Nirmal,01-06-2019,June,2019,349747
246,Nirmal,01-07-2019,July,2019,359495
247,Nirmal,01-08-2019,August,2019,334646
248,Nirmal,01-09-2019,September,2019,299827
249,Nirmal,01-10-2019,October,2019,263412
250,Nirmal,01-11-2019,November,2019,253388
251,Nirmal,01-12-2019,December,2019,296050
252,Nizamabad,01-01-2019,January,2019,878
253,Nizamabad,01-02-2019,February,2019,915
254,Nizamabad,01-03-2019,March,2019,938
255,Nizamabad,01-04-2019,April,2019,958
256,Nizamabad,01-05-2019,May,2019,1193
257,Nizamabad,01-06-2019,June,2019,686
258,Nizamabad,01-07-2019,July,2019,990
259,Nizamabad,01-08-2019,August,2019,1004
260,Nizamabad,01-09-2019,September,2019,6572
261,Nizamabad,01-10-2019,October,2019,8849
262,Nizamabad,01-11-2019,November,2019,11950
263,Nizamabad,01-12-2019,December,2019,11400
264,Peddapalli,01-01-2019,January,2019,1055
265,Peddapalli,01-02-2019,February,2019,1157
266,Peddapalli,01-03-2019,March,2019,895
267,Peddapalli,01-04-2019,April,2019,942
268,Peddapalli,01-05-2019,May,2019,802
269,Peddapalli,01-06-2019,June,2019,735
270,Peddapalli,01-07-2019,July,2019,1085
271,Peddapalli,01-08-2019,August,2019,1505
272,Peddapalli,01-09-2019,September,2019,1785
273,Peddapalli,01-10-2019,October,2019,2080
274,Peddapalli,01-11-2019,November,2019,2225
275,Peddapalli,01-12-2019,December,2019,2315
276,Rajanna Sircilla ,01-01-2019,January,2019,6188298
277,Rajanna Sircilla ,01-02-2019,February,2019,1015550
278,Rajanna Sircilla ,01-03-2019,March,2019,1444971
279,Rajanna Sircilla ,01-04-2019,April,2019,1148062
280,Rajanna Sircilla ,01-05-2019,May,2019,1018131
281,Rajanna Sircilla ,01-06-2019,June,2019,1128849
282,Rajanna Sircilla ,01-07-2019,July,2019,422961
283,Rajanna Sircilla ,01-08-2019,August,2019,586118
284,Rajanna Sircilla ,01-09-2019,September,2019,501293
285,Rajanna Sircilla ,01-10-2019,October,2019,646492
286,Rajanna Sircilla ,01-11-2019,November,2019,1259371
287,Rajanna Sircilla ,01-12-2019,December,2019,1472801
288,Ranga Reddy,01-01-2019,January,2019,
289,Ranga Reddy,01-02-2019,February,2019,
290,Ranga Reddy,01-03-2019,March,2019,
291,Ranga Reddy,01-04-2019,April,2019,
292,Ranga Reddy,01-05-2019,May,2019,
293,Ranga Reddy,01-06-2019,June,2019,
294,Ranga Reddy,01-07-2019,July,2019,
295,Ranga Reddy,01-08-2019,August,2019,
296,Ranga Reddy,01-09-2019,September,2019,
297,Ranga Reddy,01-10-2019,October,2019,
298,Ranga Reddy,01-11-2019,November,2019,
299,Ranga Reddy,01-12-2019,December,2019,
300,Sangareddy ,01-01-2019,January,2019,144000
301,Sangareddy ,01-02-2019,February,2019,148000
302,Sangareddy ,01-03-2019,March,2019,747000
303,Sangareddy ,01-04-2019,April,2019,205000
304,Sangareddy ,01-05-2019,May,2019,133000
305,Sangareddy ,01-06-2019,June,2019,347000
306,Sangareddy ,01-07-2019,July,2019,467000
307,Sangareddy ,01-08-2019,August,2019,466150
308,Sangareddy ,01-09-2019,September,2019,468350
309,Sangareddy ,01-10-2019,October,2019,467470
310,Sangareddy ,01-11-2019,November,2019,481720
311,Sangareddy ,01-12-2019,December,2019,478470
312,Siddipet,01-01-2019,January,2019,140793
313,Siddipet,01-02-2019,February,2019,199549
314,Siddipet,01-03-2019,March,2019,204600
315,Siddipet,01-04-2019,April,2019,184412
316,Siddipet,01-05-2019,May,2019,110500
317,Siddipet,01-06-2019,June,2019,1037000
318,Siddipet,01-07-2019,July,2019,179320
319,Siddipet,01-08-2019,August,2019,190750
320,Siddipet,01-09-2019,September,2019,122550
321,Siddipet,01-10-2019,October,2019,191330
322,Siddipet,01-11-2019,November,2019,209130
323,Siddipet,01-12-2019,December,2019,217930
324,Suryapet,01-01-2019,January,2019,
325,Suryapet,01-02-2019,February,2019,
326,Suryapet,01-03-2019,March,2019,
327,Suryapet,01-04-2019,April,2019,
328,Suryapet,01-05-2019,May,2019,
329,Suryapet,01-06-2019,June,2019,
330,Suryapet,01-07-2019,July,2019,
331,Suryapet,01-08-2019,August,2019,
332,Suryapet,01-09-2019,September,2019,
333,Suryapet,01-10-2019,October,2019,
334,Suryapet,01-11-2019,November,2019,
335,Suryapet,01-12-2019,December,2019,
336,Vikarabad,01-01-2019,January,2019,
337,Vikarabad,01-02-2019,February,2019,
338,Vikarabad,01-03-2019,March,2019,
339,Vikarabad,01-04-2019,April,2019,
340,Vikarabad,01-05-2019,May,2019,
341,Vikarabad,01-06-2019,June,2019,
342,Vikarabad,01-07-2019,July,2019,
343,Vikarabad,01-08-2019,August,2019,
344,Vikarabad,01-09-2019,September,2019,
345,Vikarabad,01-10-2019,October,2019,
346,Vikarabad,01-11-2019,November,2019,
347,Vikarabad,01-12-2019,December,2019,
348,Wanaparthy ,01-01-2019,January,2019,28131
349,Wanaparthy ,01-02-2019,February,2019,22342
350,Wanaparthy ,01-03-2019,March,2019,20050
351,Wanaparthy ,01-04-2019,April,2019,23749
352,Wanaparthy ,01-05-2019,May,2019,20010
353,Wanaparthy ,01-06-2019,June,2019,20050
354,Wanaparthy ,01-07-2019,July,2019,32625
355,Wanaparthy ,01-08-2019,August,2019,35860
356,Wanaparthy ,01-09-2019,September,2019,21375
357,Wanaparthy ,01-10-2019,October,2019,21234
358,Wanaparthy ,01-11-2019,November,2019,32657
359,Wanaparthy ,01-12-2019,December,2019,20556
360,Warangal (Rural),01-01-2019,January,2019,28700
361,Warangal (Rural),01-02-2019,February,2019,28800
362,Warangal (Rural),01-03-2019,March,2019,29000
363,Warangal (Rural),01-04-2019,April,2019,26900
364,Warangal (Rural),01-05-2019,May,2019,24900
365,Warangal (Rural),01-06-2019,June,2019,27100
366,Warangal (Rural),01-07-2019,July,2019,28600
367,Warangal (Rural),01-08-2019,August,2019,31600
368,Warangal (Rural),01-09-2019,September,2019,32600
369,Warangal (Rural),01-10-2019,October,2019,31100
370,Warangal (Rural),01-11-2019,November,2019,32150
371,Warangal (Rural),01-12-2019,December,2019,32050
372,Warangal (Urban),01-01-2019,January,2019,151545
373,Warangal (Urban),01-02-2019,February,2019,157755
374,Warangal (Urban),01-03-2019,March,2019,154305
375,Warangal (Urban),01-04-2019,April,2019,150425
376,Warangal (Urban),01-05-2019,May,2019,143230
377,Warangal (Urban),01-06-2019,June,2019,144400
378,Warangal (Urban),01-07-2019,July,2019,145440
379,Warangal (Urban),01-08-2019,August,2019,148030
380,Warangal (Urban),01-09-2019,September,2019,151070
381,Warangal (Urban),01-10-2019,October,2019,147450
382,Warangal (Urban),01-11-2019,November,2019,153880
383,Warangal (Urban),01-12-2019,December,2019,147700
384,Yadadri Bhongir,01-01-2019,January,2019,479293
385,Yadadri Bhongir,01-02-2019,February,2019,56525
386,Yadadri Bhongir,01-03-2019,March,2019,481923
387,Yadadri Bhongir,01-04-2019,April,2019,441150
388,Yadadri Bhongir,01-05-2019,May,2019,345790
389,Yadadri Bhongir,01-06-2019,June,2019,370566
390,Yadadri Bhongir,01-07-2019,July,2019,332770
391,Yadadri Bhongir,01-08-2019,August,2019,389010
392,Yadadri Bhongir,01-09-2019,September,2019,366862
393,Yadadri Bhongir,01-10-2019,October,2019,381860
394,Yadadri Bhongir,01-11-2019,November,2019,365990
395,Yadadri Bhongir,01-12-2019,December,2019,477635
